comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
bump i hear you my read wa that there source were credible on those page cited i feel that since there is myth part of the article that these note do suggest something mainly these note the foia file contain heretofore unknown information this information and the fact that such a file even exists lends some credit to speculation about earhart i feel that since this material is from the usa fbi that it is noteworthy after all why be the one who stop such thing from becoming truly public i flat out believe she wa taken prisoner and used by the japanese and that the fact wa covered up,0,0,0,0,0,0
is the fact that all international art organisation refer to the post war period a stalinist architecture not stalin s architecture mean that it ha to be now stalin s considering that stalin wa not an architect,0,0,0,0,0,0
need a definition of financial obligation the article omits one of the most common and concrete defined obligation a financial obligation unfortunately i don t have the expertise to write a definition,0,0,0,0,0,0
you could propose to merge the article following the instruction at help merging and moving page you could also simply post a related comment on the talk page of both article contacting the creator of the recently created alaria osborne may help clear the issue up maybe he doesn t know of the other article aldebaer,0,0,0,0,0,0
urg this guy is damn annoying man,1,0,0,0,1,0
thank you for showing interest in editing ancient history page we truely need a lot of effort to shape up this site however wikipedia policy ha established that both bc and bce are equally legitimate dating convention and it is not permitted to change dating system from one to the other en masse i know opinion are strong on this issue however this is the policy which ha been hammered out over the year and is not likely to change soon,0,0,0,0,0,0
box having this one line is not hurting anybody and having it there mean something to the people it affect please leave it up,0,0,0,0,0,0
here s a falafel for you you fat piece of shit hurricanefan25 y u no let me vandalize please stop or i will be force to mushroom stamp you with a fucking goat horn the game,1,0,1,0,1,0
my shorter liddell scott ancient greek to english say that ancient greek ζεία meant a sort of grain used a fodder for horse prob a coarse wheat spelt but article spelt say that it may be emmer,0,0,0,0,0,0
jim ronin harrison figured so it seems like exactly the sort of funny case that really need plenty of attention from people who are knowledgeable about martial art i tried to figure out how notable the claim were and just couldn t i just don t know how major the competition he s won are for instance,0,0,0,0,0,0
6 october 2009 utc please stop if you continue to vandalize page by deliberately introducing incorrect information you will be blocked from editing wikipedia 22 24,0,0,0,0,0,0
hi,0,0,0,0,0,0
alsee i have clearly stated my historical relevant and mathematical critical reason for stating that cantor wa and is russian the impact that had on his career and life cannot be understated in respect to the german school that wa so overly critical of his work failure to acknowledge that by claiming he wa german completely miss this subtle but highly significant point it wa pivotal in his life you rely on encyclopedia britannica a pop knowledge source i am a degreed historian who also happens to be a degreed mathematician it is not about claiming cantor for russia he wa russian there is nothing to claim and yes you are where you are born regardless of passport cantor wa russian through and through whether in germany or anywhere else it behooves you to leave the correction a i made it because it is factually correct had cantor been born german his work and life would have turned out far differently period,0,0,0,0,0,0
let s cut the hype and make this a better article the lead say she is currently the youngest individual to sail non stop and unassisted around the world that is an ambiguous statement somewhere documented around the time of kay cottee s circumnavigation there were three condition laid down for circumnavigation 1 pas through all meridian of longitude 2 travel some distance through both hemisphere 3 pas through two antipodean point kay cottee fulfilled only the first two and it now appears that jessica watson ha done the same thus she ha not fulfilled all three condition and that should be in the statement if you include all three the statement is wrong if the first two only it is right the issue of the record is a major controversy record for youngest are no longer recognised both in international sailing and by other body such a the guinness book of record this is for the obvious reason of not wanting to encourage attempt by people far too young to do it safely she also did not travel far enough to satisfy formal requirement for around the word the circumference of the earth is around 40 000km she travelled around 26 000km someone ha suggested that her trip might more accurately albeit outrageously be described a circumnavigating antarctica accurate and very demeaning she did a lot more than circumnavigate antarctica a i see it quoting the three condition above and saying that she fulfilled the first two only is the most accurate way that i can think of the source for that lead statement quickly address those issue the lead must be softened to reflect them those wanting to publicise how well she ha done should record her actual achievement distance age time etc but because of the obvious doubt stop insisting that it is a record that is simply reflecting medium hype and obvious pov what if it is the majority pov i concur that reference to a record should not be there but really amongst the knowledgeable sailor this isn t a record she herself said a much during the interview yesterday saying it wa never about that her grandfather admitted it on 7 news a few night ago and most of the daily paper are reporting it a no record officially it isn t a record unofficially she failed to meet the requirments a far a i can see the only people reporting it a a record are pr type and some medium saying she is the youngest to sail around the world is wrong jesse martin hold the only recognised record and the fact that jessica sailed le than 21 600nm also disqualifies her the last section on youth circumnavigators should say jesse martin i disagree there are other definition for circumnavigation than all three condition i mentioned above eg just taking the first two kay cottee did well with just those two so long a the word circumnavigation is qualified i see no problem in using it this is what wa reported in the medium yesterday regarding the voyage ninemsn when jessica watson sail into sydney harbour after her round the world sea voyage this month she won t be breaking any world record that depends on the definition of record she ha done something that nobody a young a she is ha done that could qualify a a record although not an official record the smh after the trip smh may 16 a world record a youngest to circumnavigate the globe it s now well established that she didn t achieve that according to the strict guideline laid down by the world sailing speed record council it seems to me it is now well known she didn t quite meet the rule she met two of the three rule and a such she should be accorded that achievement true the wssrc and the guinness book of record don t want to know that she s the youngest to do that but others might anybody else,0,0,0,0,0,0
oh and my strategy wa to support my top nine and oppose everyone else except for two abstention where the candidate only just missed my support,0,0,0,0,0,0
bracketbot fm520 page diff comment question hello i just want to guide people how to find the post i can not edit the reference page,0,0,0,0,0,0
you re right vectro we should also include a nice npov objective listing of the rapidly increasing salary of insurance executive,0,0,0,0,0,0
hi it appears that you are missing the point of what an actual nomination table is for if they made the nomination which they did then they need to be included it doesn t matter about the height of the row or that they are the same,0,0,0,0,0,0
copy of article doe anyone have a copy of the original löb and wainer 1970 paper i d appreciate any help in getting a hold of a copy cheer,0,0,0,0,0,0
the problem is still happens no matter what article i will check for conflicting script,0,0,0,0,0,0
3rd opinion a read of this article give me the impression that it is a much about the product offered a the company which is supposed to be the subject to me this make it read more like a promotional brochure than an encyclopedia article in my opinion everything after the trend micro lawsuit paragraph up to the backscatter section should be condensed to a single paragraph or perhaps a list the inline citation are not really required if the website link at the end lead to the same info the backscatter section read more like instructional material and are not particularly encyclopedic in tone i do not believe that those section should be kept in the article finally the external link section should have one link to the main website i understand that my opinion is going to seem one sided to one of you at least but this is the way i see it i hope it is of some help,0,0,0,0,0,0
which is a established and complete a any variety of chinese you care to name logical hardly,0,0,0,0,0,0
yes you re probably right anon,0,0,0,0,0,0
it is considered vandalism if you would like to experiment use the sandbox,0,0,0,0,0,0
conduct wikipedia business,0,0,0,0,0,0
the description of symptom is largely based on a single qualitative study by bigelsen schupak currently ref 4 who surveyed a convenience sample of self selected volunteer recruited via a post on the revolution health web site,0,0,0,0,0,0
i am from denmark and i have heard this band for the first time forget all this notability crap the band consists simply of good musician playing fine folk metal everyone who know a bit about this issue can hear it don t delete,0,0,0,0,0,0
yes i did look at the article and wrote an update on your talk page sorry shore formerly tek,0,0,0,0,0,0
are they completly banned from wikipedia,0,0,0,0,0,0
not that editing experience hold much water with me in an argument but just thought i d point out that cyclopia ha roughly 6 time a many edits a you dm and he s been here about 6 year longer i won t even get into how many more edits neil and i have besides which you still haven t shown how policy support your deletion saying that someone more experienced can probably come here and find it for you isn t an answer talk 16 51 24 feb 2010 utc,0,0,0,0,0,0
it can and should be restored oh and let me quote yourself here please note that this is a discussion and you don t have any right or authority to demand that it end,0,0,0,0,0,0
you have some flaw when 2 brahman marry it is neither anuloma or pratiloma you are right when you say that many of dn tagore s other son had non pirali bride this is also there in sivnath sastri s histry book on brahmo samaj 1st ed at p 127 late babu haradev chatterji father in law of two of debendranath s son chatterji is one of the 4 highest caste of bengali brahmin and definitely not pirali the difficulty in arranging rabindranath s marriage wa his associating with beef eater and his loose early life both dwarakanath and ram mohan roy had the same problem and used to employ 2 set of cook muslim and hindu which upset all the womenfolk in their house,0,0,0,0,0,0
template history of afghanistan,0,0,0,0,0,0
hello please see the justin bieber talk page to discus the matter do not go to my talk page to intimidate me be civil cg,0,0,0,0,0,0
a far a it concern myself i consider this response by betsy nice and funny although she did not really address my concern unfortunately i can not feel english poetry not sure if you remember lubov i druzbu razlichaut by yevgeny baratynsky,0,0,0,0,0,0
w00t i wa going to ask if you would be running for arbcom but i guess not you ll be too busy and too tired congratulation being a parent is the most rewarding and worst paid job in the world top tip pregnancy is lousy preparation for motherhood all that attention transfer straight to the baby and you end up an unpaid skivvy you will not object too much when it happens guy,0,0,0,0,0,0
it seems you and i have very differing opinion about what consitutes on accusation i have to say yours doe not make sense to me i am not goint to hang around and allow one particular individual to accuse me of anything he wish carte blanche style you know that when something you are doing voluntarily start to cause you problem it time to call it a day wikipedia ha outstayed it welcome a far a i am concerned so i m out i would wish you luck in dealing this person judging by his attitude on the bf 109 and spitfire page he is going to keep you very busy for a long time to come,0,0,0,0,0,0
thanks that ll get some head twigging,0,0,0,0,0,0
keep this article it s about pnf used on healthy people the other doesn t seem to be,0,0,0,0,0,0
hematospermia venderdicken deliberate misspelling of my name inserting dick into the last part i fail to see how most people would construe that a anything but insulting or childish for that matter ξ,1,0,0,0,0,0
grand restaurant karel v i will unprotect the page if there is any more edit warring then the editor involved will be blocked also you need to stop with the aspersion seal meat for supper,0,0,0,0,0,0
that s how i understand it,0,0,0,0,0,0
million dollar championship wwe com is not a reliable souce to wwe title anymore are you crazy preceding unsigned comment added by 187 15 89 67 yes but you haven t provided anything to 1 say it a sanctioned title and 2 that it retired iron you are putting word on my mouth 1 i never said it is a sanctioned title i said it is unsanctioned i just said that is recognized by wwe a a title 2 if you see the animation on the million dollar championship history page on wwe com you will see that the title wa abandoned after ted dibiase reign abandoned retired preceding unsigned comment added by 187 15 89 67 wwe ha never recognized it a a title the page even say that and just because it abandoned doesnt mean it retired iron wwe ha never sanctioned the title but it is recognized the million dollar championship is the most extravagant and expensive championship in wwe history if it take part in wwe history it ha recognition it ha an official history page http www wwe com inside wwefeaturepage feature milliondollarlegacy and is recognized a a title on million dollar man http www wwe com superstar halloffame inductee themilliondollarman bio and ted dibiase http www wwe com superstar raw teddibiase bio bios preceding unsigned comment added by 187 15 89 67 find a source that say it retired iron the animation here http www wwe com inside wwefeaturepage feature milliondollarlegacy preceding unsigned comment added by 187 15 89 67 nothing in that say it retired all it say is that he refused to take it back that s not retiring itiron if he refused who is using it now who is the current champion preceding unsigned comment added by 187 15 89 67 it vacantiron lol lol lol lol lol lol lol you are funny vacant sorry man but i cannot believe that you are so retarded the million dollar man took ir back home the title is his it is unsanctioned it is abandoned for good preceding unsigned comment added by 187 15 89 67 im done have a nice nightiron so it is over right preceding wikip,1,0,0,0,0,0
tripple ddd sock sr 343 look like another sock i don t know if there s some ongoing log somewhere,0,0,0,0,0,0
for your viewing pleasure http en wikipedia org wiki talk natalie_zea allegations_about_her_cat 86 43 216 73,0,0,0,0,0,0
re ronald ryan why stop me telling the truth can you prove it not true or are you being bias 178 63 32 109,0,0,0,0,0,0
vermontville is not very well known how can people know it ha four main street espec outside of michigan,0,0,0,0,0,0
and a comment wa left on it wa it replied to no this is not a speedy deletion article but don t worry i will continue to re add the article,0,0,0,0,0,0
the good thing is that you didn t call me mf lol,0,0,0,0,0,0
stupid move by me turn out those are two difference group please ignore my comment,0,0,0,0,0,0
request move cho donggeon cho dong geon donggeon is wrong write reference to another korean name park tae hwan ahn jung hwan etc,0,0,0,0,0,0
wikipedia article for deletion list of female video game character by role hi there i saw that you just closed this discussion considering the great depth of discussion it spawned would you be willing to give a more in depth explanation of your close i never expressed a strong preference for delete or keep but i thought some other option were presented and would be interested in getting your view of those if that s within the scope of the close thanks talkedits,0,0,0,0,0,0
cite reliable source i have removed a large amount of unreferenced information from this article following a complaint please cite reliable source for all information in this and any other article in accordance with the verifiability policy and reliable source guideline if possible please use the footnote syntax to clearly designate which source support a particular piece of information admin,0,0,0,0,0,0
sourced stuff there are other source calling this an adventure film by the way katniss go to an exotic placer a forest something the character of inglourious basterds don t do i don t think this is action a the lord of the rfilms have 45 minute of action and are not considered action film for imdb but they have 100000x more action than this film and leon the professional by the way hunger game ha 1000000000x more adventure than inglourious basterds,0,0,0,0,0,0
you made a factual error of tyrannosaur you are correct on the ceratosaur but do note that no tyrannosaur lived in gondwana making your statement somewhat pointless 159 250 29 4,0,0,0,0,0,0
check sanguo zhi if you don t believe me i wa trying to show with common sense what cao cao would do and zhuge liang did control a shu force which wa not garrisonned in wulin technically the three kingdom were not established but you know to who i reference,0,0,0,0,0,0
blocked for a month my only question is should it have been longer talk contribs,0,0,0,0,0,0
paramore is punk rock they are not pop and they are moste definitely not emo they re awesom,0,0,0,0,0,0
after doing the math here are the result skynyrd book kooper get mentioned every couple of page you didn t say every other page so i figured every 3rd page to put a real number to the implication next the wikipedia kooper article skynyrd get mentioned every page tally result kooper in skynyrd book is 33 percent skynyrd in kooper article is 100 mathematically skynyrd get more coverage here in kooper than kooper got in skynyrd just an observation,0,0,0,0,0,0
the word chupchik is yiddish originating from russian a perviouslys tated not hebrew it is not used in israel by hebrew speaker only by yiddish speaker or other foreigner,0,0,0,0,0,0
guy i just found out i m supposed to get consensus before changing senshi to soldier or guardian now i ve changed most of senshi to soldier or guardian doe anyone have a problem with me finishing the job since i m almost done or should i wait for others okay with it next time i ll get consensus before changing certain thing,0,0,0,0,0,0
to quote dilger at least another 17 citation in wikipedia s article are used to attack the legitimacy of the jury that awarded apple damage browbeating the jury s reputation in a passive voice wikipedia state that the jury s decision wa criticized for being apple friendly possibly leading to increased cost for android smartphone user while questioning the jury s impartiality and how quickly it reached it verdict and while the article emphasizes that the jury awarded samsung zero damage in it counter suit it doesn t cite any source examining why the jury tossed out all of samsung s patent claim or why the jury decided after the first day of deliberation that it believed samsung wa in the wrong it just portrays that decision a being rash and unfair clearly dilger is biased so the question is he lying or exaggerating or just so biased he is blinkered by his view and can t read a fair article a you say this article should just be about the litigation not which multinational wa right or wrong,0,0,0,0,0,0
first book about the igbo language in the west indie 1777 the correct german title of the book of g c a oldendorp published 1777 is geschichte der mission der evangelischen brüder auf den caraibischen inseln st thomas st croix und s jan in english history of the mission of the evangelic brother on the caribean island st thomas st croix and s jan found by google,0,0,0,0,0,0
decline when you do edits like this you actually have edited something even if someone else reverted it immediately people see wikipedia live and during the time it take to revert people will see the wrong article od mishehu,0,0,0,0,0,0
2013 utc in tonight episode zainab said they were meeting with the new imam it would seem a if this is not the same imam ali recasted but a new character can anyone make the necessary change 21 35 1 february,0,0,0,0,0,0
gear are we friend still after all i ve sent you about you not adhereing to wp civil cause i am the 3rd person here to have acted rashly today contact memy work,0,0,0,0,0,0
my reply posted on the clark peer review page i think it is a good article i d never heard of the gentleman but i did see the veronica mar episode cited so it turn out i am familiar with him while i think it is good you will have problem getting it through fac on the ground some people think it is too short never mind that a nineteen year old isn t going to have a huge article people will say it is too shorttrust me i ve heard this objection on my own article e g julia stile and john henninger reagan fac commentator will also seize upon the photograph problem which i don t see ought to be an impediment to getting fa status but people will object now a to the article itself what happened to his father divorce something ought to be said because it look odd mentioning only a mother second i wonder if you could find some print article about him you might try accessing database such a proquest or ebsco through the public library i m hesistant about article where all the source are electronic while i ve used many link on article such a tom brinkman and paul hackett i also cited the print version so when the operator of those site take down the electronic version people will still be able to find the material third i d eliminate some of the red link to movie and school again this will raise objection if you take it to fac finally most of the article is dedicated to his role is there any more you could add about his personal life doe he have any charity or cause 14 44 august 6 2005 utc,0,0,0,0,0,0
ok royal pitcher at least look better than just royal which i thought wa confusing though according to wp nc base shouldn t it really be jeff d amico kansa city royal pitcher,0,0,0,0,0,0
yes precisely transjordan wa separately administered beginning in 1924 the language in the paragraph give the mistaken impression that transjordan wa always referred to a such even prior to being split off from mandatory palestine in 1924 i think that unless there is evidence for reference to transjordan prior to 1924 the language that i cited should be removed a misleading and unecessary there is no need to say that the area east of the jordan wa referred to a transjordan if it wa only referred to a transjordan after transjordan wa created in any case the use of the word considered unecessarily weakens what is an undisputed historic fact which is that the original palestine mandate wa on both side of the jordan river,0,0,0,0,0,0
there are many people like me who totally agree with jimbo s stance and we don t normally pile on because very little could be added to what jimbo wrote above and because it is pointless to add me too commentary wikipedia is not a bureaucracy where every procedure is fully documented and you will never find a rulebook specifying just how unethical a paid advocate can be before they are banned,0,0,0,0,0,0
tv show there are no detail in here about their tv show,0,0,0,0,0,0
welcome we can t say that loudly enough here are a few link you might find helpful be bold don t let grumpy user scare you off learn from others play nicely with others contribute contribute contribute tell u about you you can sign your name on talk page and vote by typing our software automatically convert it to your username and the date if you have any question or problem no matter what they are leave me a message on my talk page or please come to the new contributor help page where experienced wikipedians can answer any query you have or you can just type helpme on your user page and someone will show up shortly to answer your question we re so glad you re here talk,0,0,0,0,0,0
randy orton marriage it say here that they either are getting married on sep 13 or the 21st should this be noted 1 18 17 september 2007 utc,0,0,0,0,0,0
image nimbusmotorcycle jpg hi it s very nice you uploaded this beautiful picture about a beautiful motorcycle when you upload picture it s a must that you write wheather you took the picture yourself and which way you d like to license it you do this by adding a gfdl or pd tag in your image description without information the image will be deleted soon in addition it useful to upload picture to common special upload so that we from the german wikipedia can also use it information about the exact nimbus model is also important enjoy wikipedia,0,0,0,0,0,0
you are a thick little bastard to try to push the capitalist v communist debate on child mortality think about africa some of the poorest country in the world they are capitalist their health currently stink in my opinion for any nation nation the child mortality rate is directly related to money spend on health care and this is directly related to the wealth of the country before spreading your propaganda about third world nation you should watch this wonderful presentation if you are not convinced stfu,1,0,1,0,1,0
i would like to publish this article and should the player succeed in the future feel free to edit and add information,0,0,0,0,0,0
hello randolphsleap and welcome to wikipedia thank you for i notice that one of the first article you created appears to be an article about yourself this is a common mistake made by new wikipedians a this is an encyclopedia we wouldn t expect to have an article about every contributor your user page however is a great place to write about yourself making sure to stay within user page guideline just click your user name at the top of the screen when you are logged in and edit it normally the page you created about yourself may well be deleted from the encyclopedia if it is deleted and you wish to retrieve it content don t hesitate to ask anyone from this list and they will copy it to your user page here are some page that you might find helpful the five pillar of wikipedia tutorial how to edit a page and how to develop article how to create your first article using the article wizard if you wish simplified manual of style i hope you enjoy editing here and being a wikipedian please sign your message on talk page using four tilde this will automatically insert your username and the date if you need help check out wikipedia question ask me on or ask your question on this page and then place help me before the question again welcome,0,0,0,0,0,0
make that 21 co u removed my do not vandalize message,0,0,0,0,0,0
567891011121314151617181920212324252627282930313233 ftdtgdf nhvhgxc bvdf hgfxd gdz d cvzxfd,0,0,0,0,0,0
semi protected edit request on 21 october 2014 shiva linga is not actually genitals of shiva it is pineal gland of shiva a part of brain pineal gland is at the back of head just exactly opposite to the place between eye brow,0,0,0,0,0,0
i see your faq above have you considered whether it might be a good idea to set a greater time between upload and warning if this really is a frequently asked question goodness know that the image upload procedure is arcane and complicated enough to make it take some not inconsiderable amount of time i ve been a wikipedian for three year and more and it took me a good fifteen minute to work out what to put smoddy,0,0,0,0,0,0
thanks for the clarification,0,0,0,0,0,0
it just sound to me like someone sgeureka got burned on the whole tracklisting issue and is now trying to save face,0,0,0,0,0,0
list of cunt linuxcunt total and utter cunt he s even named after one taxman massive cunt only outdone by linuxcunt himself tony sidaway he used to be a legend but now he s just a cunt mel etitis fucking cunt bishonen need a good bumming golbez recently blocked me raul total legend also a complete cunt project2501a meh,1,0,1,0,1,0
i thank you for bringing this to my attention i hope that my presence in the discussion might be seen a helpful and productive and not obstructive or antagonistic a general wikipedia wide policy doe need to be reached on diacritic in order to hopefully avoid these sort of disagreement in future,0,0,0,0,0,0
redirect talk billy smith footballer born 1900,0,0,0,0,0,0
oh yes but leave the fucking sub heading up go fuck your self this article is a joke,1,0,1,0,1,0
the full content of the article should be reinstated there is no justification for it removal other then an act of censorship vandalism by idenitied user the original article content that ha been removed provided factual information pertaining to the valid argument of teh action of then president being unconditional and also reference to his illegal interference in the operation of ukraine s constitutional court along with quotation from pace report on the judiciary of ukraine and the need for the constitutional court to rule on the validity of the president action,0,0,0,0,0,0
nevertheless you don t get the running joke the edits should stay on the user zalgo he ha chosen this handle and now he must live with zalgo s wrath zalgo doesn t like spindly little faggot running around using zalgo s name in vain zalgo hit back what is th th thi s o h g o d ņ o p l e a s e z ă l g ỏ i l l d o a n y ţ h i n g y o û w a n t j u s t p l ę a ş e g o d ņ ȏ z a l g o ň o,0,0,0,0,0,0
to what end such speculation unless you have some fact why speculate in this regard perhaps he had marital problem perhaps he wa recently diagnosed with cancer and chose to leave of his own volition perhaps he wa suffering some form of madness perhaps many many thing the reason he chose to kill himself by slitting his throat and the reason he chose to kill himself at all may be thing we will never know and really are they any of our business,0,0,0,0,0,0
he s probably never seen one alive before they look very different in jambalaya or stir fried taste a bit like chicken,0,0,0,0,0,0
i wouldn t count on that some people s idiocy know no bound,1,0,0,0,0,0
infobox you left a comment at the infobox debate but it wasn t clear if you were voting to keep or to have it deleted,0,0,0,0,0,0
help i supported you against the edit warring of the user ravensfire http en wikipedia org wiki user ravensfire now he is vandalizing my edits by edit warring on http en wikipedia org wiki state_bar_of_california is there anything you can do to help thanks 2 177 207 221,0,0,0,0,0,0
i didn t want this to turn into a debate on whether america is an empire or not it just that it should be in it own disputed section an empire is a faction which expands through conquest forcibly place the conquered people under it command and force the subsequent nation to submit technically though america did expand through conquest the area which it conquered were admitted a state into it union through democracy empire do nothing of the sort they force the subsequent nation into it empire no democracy involved while oklahoma may become the state of oklahoma say if it wa conquered by spain again it would simply be territory of the spanish empire 82 28 237 200,0,0,0,0,0,0
who the fuck are you his fee wa an umberella it wa a joke made by himself i have source let me post em up it wa on sky sport news he wa joking about the rain in manchester so how the fuck is that vandelising,1,0,1,0,1,0
wikipedia civility i suggest that there is more to colonial status than the usage of the coloniser if you won t accept an algerian view a the equal of a french view then perhaps you are advocating obsolete eurocentrism rather than discussing a category p sorry for being lowbrow i only got a 2 1,0,0,0,0,0,0
that s interesting because i ve noticed in asia that the people usually look down on foreigner be them black brown or white i guess what go around come around,0,0,0,0,0,0
a barnstar for you style background color fdffe7 border 1px solid fceb92 rowspan 2 style vertical align middle padding 5px style font size x large padding 3px 3px 0 3px height 1 5em the writer s barnstar style vertical align middle padding 3px just a mark of thanks for all the article you have submitted to afc and your willingness to fix the possible fault in them,0,0,0,0,0,0
menzies rowan gavin paton the note doe not show that the menzies rowan gavin paton listed by hm court service a a vexatious litigant is the same person a the author of 1421 the year china discovered the world 84 23 155 88,0,0,0,0,0,0
stfu why dont u stfu and get a life if you like to play that gay game so much do it and fuck off,1,0,1,0,1,1
subscript textsubscript textsmall textsuperscript text redirect insert textsuperscript text redirect insert text insert non formatted text herelink title,0,0,0,0,0,0
anything would work for me 3,0,0,0,0,0,0
link to my contribution,0,0,0,0,0,0
timeline for unblock request although i have created article and template in the past and participated in various wikiprojects nowadays i tend to restrict myself to correcting error in wikipedia mostly spelling and date format issue because they are easy to find and fix and removing polemic from political article both are enjoyable and useful activity wikipedia s article on politics religion and sex are magnet for pov warrior i m liberal on sex tolerant on religion but on politics i know my stuff and i detest seeing article slanted one way or another by pov warrior who change useful resource into propaganda i m a taxidriver doing a twelve hour night shift so my time for editing wikipedia is limited however i ve recently begun taking my laptop with me and squeezing in a bit of wikiwork between customer this usually amount to a few minute here and there and i m often forced to close down suddenly a i move up to the head of the rank this is significant in what follows,0,0,0,0,0,0
warum ist der titel auch auf deutsch why is the title also in german on english wiki is there a large german speaking minority in kosovo i don t know about sir william matthew flinders petrie aka thearchaeologist say herro,0,0,0,0,0,0
while others and i may agree with your opinion that tetrapod like feature in fish are remarkable our opinion are ultimately irrelevant unsourced promotion of opinion a well a the original synthesis novel interpretation of published material violates wikipedia s policy of neutrality due weight and no original research unless the entire list or at least the tetrapod like trait are reliably sourced e g smith 2001 list these 11 trait a key tetrapod characteristic the appearance is that you alone are advancing the view that all of these specie and or their trait are remarkable for their supposed tetrapod like nature assertion which may never have been explicitly made in reliable source and thus the list appears to be original synthesis the fact themselves are certainly appropriate in each specie article but combining them in a novel fashion to reach a conclusion unsupported by source is synthesis if you re concerned that interesting behavior or anatomy is not being highlighted you might expand coverage in relevant section of fish locomotion or diversity of fish it s fine to say something like the zob fish venture onto land or even the zob fish is a classic textbook example of a tetrapod like fish smith 1980 but it would be synthesis and non neutral to say or imply the zob fish interestingly resembles tetrapod because it venture onto land without any citation,0,0,0,0,0,0
the discovery article give the ps1 ra dec a 318 53380 22 86032 i m looking for the right field planetbox to put the info in the planetbox star template ha the field but doesn t make sense for this object since it doesn t have a parent star cheer,0,0,0,0,0,0
which incidentally includes quite an extensive critique of iq testing,0,0,0,0,0,0
moose is great dancer in step up i want you to know the real name of moose is adam g sevani i am dave to comment of my idol adam god blees adam plz open your skype facebook or twitter your fan,0,0,0,0,0,0
if the administrator who abusively indefinitely protects this page is going to be allowed to present an inaccurate summary then blame it on someone else this is a waste of time,0,0,0,0,0,0
so the unsupported and vague claim stay until it s proven 99 141 246 39,0,0,0,0,0,0
bari don t start again it s admins duty to enforce community consensus and the latest xfd producing a consensus wa the rfd what s your point,0,0,0,0,0,0
a a matter of practice user talk page are generally not deleted however exception to this can be and are made on occasion for good reason see right to vanish,0,0,0,0,0,0
sup friend sup bro http forum somethingawful com showthread php threadid 2587275 userid 0 perpage 40 pagenumber 1,0,0,0,0,0,0
support neither of the source that appear in the reference section us diacritic nationality should not be the determining factor this subject is notable for tennis not for being australian so tennis reference work should be consulted i doubt if this person is mentioned by name in any reference work but bud collins john parson and the other authoritative tennis author do not use eastern european diacritic,0,0,0,0,0,0
possibly a change will be motivated by advance in measurement technique but of course metrology ha to weigh a variety of practical consideration so experimental advance are not the only thing entering a decision to change,0,0,0,0,0,0
dirty facist stay in america,0,0,0,0,0,0
you have a single article from an afrocentric website http en wikipedia org wiki traffic_light wikipedia itself state who actually created it i know you have low self esteem and have to lie about history but it won t happen on wikipedia sorry,0,0,0,0,0,0
deorbit burn i know there exists a substantial literature on deorbit burn i m just unfamiliar with it the article is currently silent on the topic anyone know of a few good source,0,0,0,0,0,0
we do state that ssri are the primary treatment for depression the list we should do is mention there limitation email,0,0,0,0,0,0
17 51 5 apr 2005 utc 17 51 5 apr 2005 utc 17 51 5 apr 2005 utc 17 51 5 apr 2005 utc 17 51 5 apr 2005 utc 17 51 5 apr 2005 utc 17 51 5 apr 2005 utc link titlelol,0,0,0,0,0,0
o k all you ignorants that just think this is just made up picture yourself stopping at a stop sign that seems pointless and getting pissed off to the point that you can t control your action you re so pissed that you have to punch smash or just fuck something up in general just so you don t take someone s life instead that s anger on an irrational level that s ied and it accompanies other mental disorder most commonly anxiety from what i ve gathered high testosterone level have also been known to cause this it s more or le a side affect of another condition,0,0,0,0,0,0
collin wilcox actress,0,0,0,0,0,0
if it not clear to alanraywiki then it might not be clear to other reader i created it with the intention of being about the la metro which is la long bch sta ana if it not about that themwhy do we have this one when we have the glaa article this is what i have been fighting this whole time,0,0,0,0,0,0
hello please remove inapproriate language from your edit here before you want someone to discus that with you thanks wiki me up ok great which part exactly is inappropriate and by whose standard exactly thanks let me know so that i can do whatever it is that you command demand of me and the word that you want removed please let me know what i can should am allowed to replace them with thanks for your help and your concern much appreciated thanks,1,0,0,0,0,0
another incorrect map for those who expressed an interest in the subject about incorrect map here are some link to more historical map of the same area http upload wikimedia org wikipedia ru a ab armenia jpg http upload wikimedia org wikipedia common d d0 straboarmenia jpg here are some more incorrect map,0,0,0,0,0,0
flood the city is submerged here are some pic the grand parada ucc floating car district court my personal favourite most of the water supply ha been contaminated and the remaininder shall be exhausted pretty soon the mercy hospital and the kingsley hotel had to be evacuated in the early hour of the morning here is a brief summary of event herald ie,0,0,0,0,0,0
wikipedia is not the place to post useless information about a video game player and what he did in said video game try facebook user talk karl 334 talk to me,0,0,0,0,0,0
oi wankstain fuck off you ignorant cunt yeah revert this you arsewipe revert me lolololol cocksucker of course i m going to attack you on here and comment on you rather than content you pedantic bastard ban me yay lolololol i hate you lolololol,1,0,1,0,1,0
not if kept very basic explaining what the partition of the country wa for example without going into the why and wherefore maybe i can come up with something to post here on the talk page,0,0,0,0,0,0
please leave the birth death date linked there s not any consensus at mo to unlink them particularly in the case of birth death date,0,0,0,0,0,0
the black mamba is almost a deadly a the cobra but the cobra can kill people 5 time faster than the mamba this sentence seems highly dubious to me it is inconsistent with the black mamba page and not supported by the citation that follow it neither of which contains any direct comparison of cobra v mamba envenomation,0,0,0,0,0,0
do not call me an idiot,1,0,0,0,1,0
